Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
34696670,11/03/2016 07:09:22 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,,108 AVENUE,108 AVENUE,154 STREET,,,,ADDRESS,,,N/A,Assigned,12/03/2016 07:09:22 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/29/2017 01:04:14 PM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
35828193,03/30/2017 04:01:24 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,,HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,99 STREET,,,,ADDRESS,,,N/A,Open,04/29/2017 04:01:24 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
37042862,08/27/2017 05:48:30 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,,37 -47 103 STREET CORONA,103 STREET CORONA,,,,,ADDRESS,,,N/A,Open,09/26/2017 05:48:30 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,
18861530,10/09/2010 10:24:28 PM,10/12/2010 11:02:34 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10473,2067 CICERO AVE,CICERO AVE,,,,,,BRONX,,N/A,Closed,11/08/2010 10:24:28 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,10/12/2010 12:00:00 AM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
20027735,03/14/2011 10:11:55 AM,03/14/2011 01:32:52 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,,E142 STREET,E142 STREET,BROOK AVE,ST. ANNS,,,,,,N/A,Closed,04/13/2011 10:11:55 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,03/14/2011 01:32:52 PM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
15677897,01/07/2010 12:46:47 PM,02/05/2010 03:50:55 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10310,169 MANOR ROAD,MANOR ROAD,RAVENHURST AVENUE,ALPINE COURT,,,ADDRESS,STATEN ISLAND,,N/A,Closed,02/06/2010 12:46:47 PM,,02/05/2010 12:00:00 AM,01 STATEN ISLAND,5003180001,STATEN ISLAND,949628,166596,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62387637864165,-74.12472021431208,"(40.62387637864165, -74.12472021431208)"
15678342,01/07/2010 11:41:51 AM,01/22/2010 03:20:06 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11367,71-18 136 STREET,136 STREET,71 ROAD,72 AVENUE,,,ADDRESS,FLUSHING,,N/A,Closed,02/06/2010 11:41:51 AM,,01/22/2010 12:00:00 AM,08 QUEENS,4065480078,QUEENS,1032164,203703,PHONE,Unspecified,QUEENS,,,,,,,,40.725664615026716,-73.82713379893613,"(40.725664615026716, -73.82713379893613)"
15679572,01/07/2010 04:38:11 PM,01/08/2010 11:53:16 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10010,219 EAST 23 STREET,EAST 23 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,02/06/2010 04:38:11 PM,,01/08/2010 12:00:00 AM,06 MANHATTAN,1009040012,MANHATTAN,989095,208360,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73857537449318,-73.98251662360549,"(40.73857537449318, -73.98251662360549)"
15679920,01/07/2010 06:49:28 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11211,269 POWERS STREET,POWERS STREET,JUDGE STREET,OLIVE STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/06/2010 06:49:28 PM,,01/08/2010 03:13:54 PM,01 BROOKLYN,3029200035,BROOKLYN,1001108,199084,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71310027573483,-73.93919047796373,"(40.71310027573483, -73.93919047796373)"
15712996,01/12/2010 01:57:14 PM,02/02/2010 11:43:50 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10305,305 SEAVER AVENUE,SEAVER AVENUE,HYLAN BOULEVARD,LACONIA AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,02/11/2010 01:57:14 PM,,02/02/2010 12:00:00 AM,02 STATEN ISLAND,5036570059,STATEN ISLAND,957918,151454,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.58234321354838,-74.09479781259745,"(40.58234321354838, -74.09479781259745)"
15715199,01/12/2010 08:20:26 PM,01/13/2010 10:01:25 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10470,273 EAST 234 STREET,EAST 234 STREET,EAST 233 STREET,KATONAH AVENUE,,,ADDRESS,BRONX,,N/A,Closed,02/11/2010 08:20:26 PM,,01/13/2010 12:00:00 AM,12 BRONX,2033750070,BRONX,1020722,266039,PHONE,Unspecified,BRONX,,,,,,,,40.8968139239343,-73.86807596567725,"(40.8968139239343, -73.86807596567725)"
15715368,01/12/2010 02:15:24 PM,01/13/2010 09:23:23 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10035,177 EAST 117 STREET,EAST 117 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,02/11/2010 02:15:24 PM,,01/13/2010 12:00:00 AM,11 MANHATTAN,1016450129,MANHATTAN,1000807,230351,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79892076738057,-73.9401992371412,"(40.79892076738057, -73.9401992371412)"
15723395,01/13/2010 10:50:37 AM,02/01/2010 11:03:50 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10460,2110 HONEYWELL AVENUE,HONEYWELL AVENUE,EAST 180 STREET,EAST 181 STREET,,,ADDRESS,BRONX,,N/A,Closed,02/12/2010 10:50:37 AM,,02/01/2010 12:00:00 AM,06 BRONX,2031250005,BRONX,1016855,247261,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8452892476298,-73.88215477341697,"(40.8452892476298, -73.88215477341697)"
15730232,01/14/2010 08:56:56 AM,02/01/2010 01:47:06 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10455,751 DAWSON STREET,DAWSON STREET,EAST 156 STREET,LONGWOOD AVENUE,,,ADDRESS,BRONX,,N/A,Closed,02/13/2010 08:56:56 AM,,02/01/2010 12:00:00 AM,02 BRONX,2026950042,BRONX,1011897,237079,PHONE,Unspecified,BRONX,,,,,,,,40.817359514802106,-73.90011656689259,"(40.817359514802106, -73.90011656689259)"
15731950,01/14/2010 11:44:46 AM,02/09/2010 10:34:19 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11211,450 GRAHAM AVENUE,GRAHAM AVENUE,FROST STREET,RICHARDSON STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,02/13/2010 11:44:46 AM,,02/09/2010 12:00:00 AM,01 BROOKLYN,3027350007,BROOKLYN,999487,201068,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71854881994754,-73.94503319377738,"(40.71854881994754, -73.94503319377738)"
15752480,01/18/2010 11:37:00 AM,02/03/2010 01:34:20 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10457,1583 WASHINGTON AVENUE,WASHINGTON AVENUE,CLAREMONT PARKWAY,EAST 172 STREET,,,ADDRESS,BRONX,,N/A,Closed,02/17/2010 11:37:00 AM,,02/03/2010 12:00:00 AM,03 BRONX,2029040041,BRONX,1011249,245068,PHONE,Unspecified,BRONX,,,,,,,,40.83928902767597,-73.90242551738007,"(40.83928902767597, -73.90242551738007)"
15753268,01/18/2010 02:12:30 PM,02/03/2010 01:39:33 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11225,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,LAMONT COURT,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,02/17/2010 02:12:30 PM,,02/03/2010 12:00:00 AM,09 BROOKLYN,3013250068,BROOKLYN,999891,181229,PHONE,Unspecified,BROOKLYN,,,,,,,,40.664094649038745,-73.94362184380982,"(40.664094649038745, -73.94362184380982)"
15754132,01/18/2010 04:45:00 PM,02/08/2010 05:01:36 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Residence,11372,34-59 89 STREET,89 STREET,34 AVENUE,35 AVENUE,,,ADDRESS,JACKSON HEIGHTS,,N/A,Closed,02/17/2010 04:45:00 PM,,02/08/2010 12:00:00 AM,03 QUEENS,4014500039,QUEENS,1017990,213563,PHONE,Unspecified,QUEENS,,,,,,,,40.752793260546134,-73.87822183512434,"(40.752793260546134, -73.87822183512434)"
15789308,01/23/2010 03:39:38 PM,02/18/2010 04:13:37 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11105,21-47 24 STREET,24 STREET,21 AVENUE,DITMARS BOULEVARD,,,ADDRESS,ASTORIA,,N/A,Closed,02/22/2010 03:39:38 PM,,02/18/2010 12:00:00 AM,01 QUEENS,4008690015,QUEENS,1008054,223513,PHONE,Unspecified,QUEENS,,,,,,,,40.780135751755914,-73.91404868701352,"(40.780135751755914, -73.91404868701352)"
15789363,01/24/2010 02:25:14 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11231,700 HICKS STREET,HICKS STREET,LUQUER STREET,NELSON STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/23/2010 02:25:14 AM,,01/25/2010 03:51:48 PM,06 BROOKLYN,3005200026,BROOKLYN,983151,186436,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67840044532978,-74.00396220705531,"(40.67840044532978, -74.00396220705531)"
15792938,01/24/2010 03:15:36 PM,01/25/2010 10:13:28 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Residence,10460,2110 HONEYWELL AVENUE,HONEYWELL AVENUE,EAST 180 STREET,EAST 181 STREET,,,ADDRESS,BRONX,,N/A,Closed,02/23/2010 03:15:36 PM,,01/25/2010 12:00:00 AM,06 BRONX,2031250005,BRONX,1016855,247261,PHONE,Unspecified,BRONX,,,,,,,,40.8452892476298,-73.88215477341697,"(40.8452892476298, -73.88215477341697)"
15807802,01/26/2010 02:48:34 PM,01/29/2010 03:54:59 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11221,1181 GREENE AVENUE,GREENE AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,02/25/2010 02:48:34 PM,,01/29/2010 12:00:00 AM,04 BROOKLYN,3032850068,BROOKLYN,1005800,192583,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69524638225924,-73.92228649017396,"(40.69524638225924, -73.92228649017396)"
15815611,01/27/2010 10:32:11 AM,02/23/2010 11:55:00 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11233,244 MACDOUGAL STREET,MACDOUGAL STREET,ROCKAWAY AVENUE,MOTHER GASTON BOULEVARD,,,ADDRESS,BROOKLYN,,N/A,Closed,02/26/2010 10:32:11 AM,,02/23/2010 12:00:00 AM,16 BROOKLYN,3015340110,BROOKLYN,1009100,187151,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68032814537359,-73.91040608861614,"(40.68032814537359, -73.91040608861614)"
15835064,01/29/2010 03:38:36 PM,02/01/2010 11:45:09 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11105,21-47 24 STREET,24 STREET,21 AVENUE,DITMARS BOULEVARD,,,ADDRESS,ASTORIA,,N/A,Closed,02/28/2010 03:38:36 PM,,02/01/2010 12:00:00 AM,01 QUEENS,4008690015,QUEENS,1008054,223513,ONLINE,Unspecified,QUEENS,,,,,,,,40.780135751755914,-73.91404868701352,"(40.780135751755914, -73.91404868701352)"
15939098,02/05/2010 02:28:01 PM,02/23/2010 11:48:36 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11211,269 POWERS STREET,POWERS STREET,JUDGE STREET,OLIVE STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,03/07/2010 02:28:01 PM,,02/23/2010 12:00:00 AM,01 BROOKLYN,3029200035,BROOKLYN,1001108,199084,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71310027573483,-73.93919047796373,"(40.71310027573483, -73.93919047796373)"
15973560,02/10/2010 03:22:29 PM,02/10/2010 03:39:57 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11225,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,LAMONT COURT,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,03/12/2010 03:22:29 PM,,02/10/2010 12:00:00 AM,09 BROOKLYN,3013250068,BROOKLYN,999891,181229,PHONE,Unspecified,BROOKLYN,,,,,,,,40.664094649038745,-73.94362184380982,"(40.664094649038745, -73.94362184380982)"
16005743,02/15/2010 11:38:28 AM,03/01/2010 03:43:59 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Ferret,Residence,10039,159-30 HARLEM RIVER DRIVE,HARLEM RIVER DRIVE,8 AVENUE,HARLEM RIVER DRIVE SB EXIT 23,,,ADDRESS,NEW YORK,,N/A,Closed,03/17/2010 11:38:28 AM,,03/01/2010 12:00:00 AM,10 MANHATTAN,1021060320,MANHATTAN,1002116,242701,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83281549910328,-73.93543850183491,"(40.83281549910328, -73.93543850183491)"
16030449,02/18/2010 04:03:51 PM,02/22/2010 09:16:28 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Residence,11374,64-22 WETHEROLE STREET,WETHEROLE STREET,63 DRIVE,64 ROAD,,,ADDRESS,REGO PARK,,N/A,Closed,03/20/2010 04:03:51 PM,,02/22/2010 12:00:00 AM,06 QUEENS,4030960081,QUEENS,1022527,204305,PHONE,Unspecified,QUEENS,,,,,,,,40.727363906419185,-73.86189909526253,"(40.727363906419185, -73.86189909526253)"
16053962,02/23/2010 12:15:13 AM,03/04/2010 10:59:36 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11231,700 HICKS STREET,HICKS STREET,LUQUER STREET,NELSON STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,03/25/2010 12:15:13 AM,,03/04/2010 12:00:00 AM,06 BROOKLYN,3005200026,BROOKLYN,983151,186436,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67840044532978,-74.00396220705531,"(40.67840044532978, -74.00396220705531)"
16082778,02/25/2010 02:19:03 PM,03/31/2010 11:09:11 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,10013,68A MOTT STREET,MOTT STREET,BAYARD STREET,CANAL STREET,,,ADDRESS,NEW YORK,,N/A,Closed,03/27/2010 02:19:03 PM,,03/31/2010 12:00:00 AM,03 MANHATTAN,,MANHATTAN,984768,200206,PHONE,Unspecified,MANHATTAN,,,,,,,,40.71619594310532,-73.99813140390948,"(40.71619594310532, -73.99813140390948)"
16146221,03/05/2010 01:27:05 PM,03/05/2010 02:08:50 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10469,2795 PEARSALL AVENUE,PEARSALL AVENUE,ALLERTON AVENUE,ARNOW AVENUE,,,ADDRESS,BRONX,,N/A,Closed,04/04/2010 01:27:05 PM,,03/05/2010 12:00:00 AM,11 BRONX,2045240031,BRONX,1025204,254983,PHONE,Unspecified,BRONX,,,,,,,,40.86644902531989,-73.85193160776252,"(40.86644902531989, -73.85193160776252)"
16152624,03/06/2010 02:08:00 PM,03/12/2010 10:25:17 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,11217,9A FLATBUSH AVENUE,FLATBUSH AVENUE,NEVINS STREET,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,04/05/2010 02:08:00 PM,,03/12/2010 12:00:00 AM,02 BROOKLYN,3021060029,BROOKLYN,989667,190016,PHONE,Unspecified,BROOKLYN,,,,,,,,40.688225139911864,-73.98046729915738,"(40.688225139911864, -73.98046729915738)"
16155678,03/07/2010 01:47:18 PM,04/01/2010 11:03:26 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,11211,135 HAVEMEYER STREET,HAVEMEYER STREET,SOUTH 1 STREET,SOUTH 2 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,04/06/2010 01:47:18 PM,,04/01/2010 12:00:00 AM,01 BROOKLYN,3024090003,BROOKLYN,996111,198713,PHONE,Unspecified,BROOKLYN,,,,,,,,40.712090079361,-73.95721611219889,"(40.712090079361, -73.95721611219889)"
16176708,03/10/2010 10:33:04 AM,04/06/2010 03:22:49 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Snake,Pet Shop,10302,1520 FOREST AVENUE,FOREST AVENUE,MARIANNE STREET,CRYSTAL AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,04/09/2010 10:33:04 AM,,04/06/2010 12:00:00 AM,01 STATEN ISLAND,5003940001,STATEN ISLAND,945593,166775,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.62435100784966,-74.13925665795658,"(40.62435100784966, -74.13925665795658)"
16180038,03/10/2010 06:18:37 PM,03/11/2010 10:21:17 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10025,988 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 108 STREET,WEST 109 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,04/09/2010 06:18:37 PM,,03/11/2010 12:00:00 AM,07 MANHATTAN,1018630029,MANHATTAN,994875,231091,PHONE,Unspecified,MANHATTAN,,,,,,,,40.800960989168196,-73.96162332846248,"(40.800960989168196, -73.96162332846248)"
16196166,03/12/2010 03:21:43 PM,03/12/2010 03:54:10 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,11211,135 HAVEMEYER STREET,HAVEMEYER STREET,SOUTH 1 STREET,SOUTH 2 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,04/11/2010 03:21:43 PM,,03/12/2010 12:00:00 AM,01 BROOKLYN,3024090003,BROOKLYN,996111,198713,PHONE,Unspecified,BROOKLYN,,,,,,,,40.712090079361,-73.95721611219889,"(40.712090079361, -73.95721611219889)"
